eturb_m1_steam_flow_in,eturb_m1_steam_flow_side,eturb_m1_electricity_generation,eturb_m2_steam_flow_in,eturb_m2_steam_flow_side,eturb_m2_electricity_generation
-0.844166667,-0.478333333,-0.07,-0.15,0.390833333,-0.058333333
-0.555833333,-0.021666667,-0.0925,-0.458333333,-0.050833333,-0.133333333
1.478333333,0.9575,0.090833333,-2.84E-14,-0.658333333,0.0325
-1.2325,-0.965,-0.084166667,-0.101666667,0.24,-0.035
0.685833333,0.451666667,0.0325,-0.4125,-0.539166667,-0.04
-0.871666667,-0.758333333,-0.0675,-0.055,0.125,-0.018333333
0.125,0.005,0.000833333,-0.004166667,0.2225,-0.020833333
-0.546666667,-0.143333333,-0.056666667,-0.0225,0.0325,-0.015
1.315,0.745,0.089166667,-0.105833333,0.0375,-0.0075
-0.525,-0.271666667,-0.041666667,0.035,-0.069166667,-0.005
-0.559166667,-0.440833333,-0.031666667,-0.0575,-0.2875,-0.0025
0.423333333,0.518333333,0.01,0.064166667,0.305833333,-0.009166667
0.821666667,0.315,0.054166667,-0.11,-0.1425,-0.015
-0.210833333,0.095,-0.0275,0.0675,0.114166667,-0.039166667
-0.314166667,0.045,-0.0475,0.0675,0.660833333,-0.025833333
0.784166667,0.361666667,0.061666667,-0.024166667,-0.673333333,0.029166667
-0.508333333,-0.5175,-0.021666667,0.041666667,0.559166667,-0.0325
-0.864166667,0.054166667,-0.063333333,0.235,0.115,-0.015833333
2.210833333,1.123333333,0.1675,-0.208333333,-0.37,0.031666667
-1.330833333,-0.986666667,-0.090833333,0.044166667,0.174166667,-0.0325
-0.278333333,-0.140833333,-0.031666667,0.011666667,0.205833333,0.006666667
0.905833333,0.37,0.09,-0.0875,-0.84,0.059166667
-1.3525,-0.976666667,-0.070833333,0.095,0.155,0.000833333
0.136666667,0.393333333,-0.030833333,0.136666667,0.634166667,-0.003333333
-0.1675,-0.008333333,0.009166667,0.006666667,-0.298333333,0.0175
0.848333333,0.308333333,0.081666667,0.000833333,-0.311666667,0.059166667
-0.1175,-0.175833333,0.010833333,0.1325,0.009166667,0.009166667
-0.215,-0.036666667,-0.0075,0.015,0.075833333,0.000833333
0.181666667,0.01,-0.005833333,0.095,0.251666667,0.015833333
0.111666667,0.216666667,0.003333333,0.021666667,0.039166667,-0.006666667
-0.586666667,-0.25,-0.031666667,0.2425,0.2575,-0.01
0.254166667,0.0825,0.015,0.035833333,-0.055833333,0.016666667
0.36,0.171666667,0.030833333,-0.028333333,-0.35,0.016666667
0.668333333,0.413333333,0.04,-0.105,0.084166667,-0.011666667
-1.6425,-0.924166667,-0.131666667,0.044166667,0.4,-0.0375
1.136666667,0.661666667,0.085833333,-0.199166667,-0.3275,0.005
-0.633333333,-0.216666667,-0.053333333,-0.07,-0.181666667,-0.025833333
0.215,-0.039166667,0.021666667,-0.233333333,-0.269166667,0
0.3975,0.170833333,0.05,-0.129166667,-0.18,0.0075
-0.366666667,-0.333333333,-0.0275,-0.035833333,0.028333333,0.003333333
-0.4675,-0.440833333,-0.028333333,0.0875,0.228333333,0.02
-0.1925,-0.1675,0.010833333,0.0375,-0.119166667,0.033333333
0.0875,-0.1725,0.016666667,0.0475,-0.605,0.015833333
0.368333333,0.165,0.015833333,0.0675,-0.038333333,0.033333333
0.2425,0.245833333,0.0175,0.065,0.360833333,0.02
-1.2625,-0.795,-0.099166667,0.110833333,0.353333333,-0.006666667
0.458333333,0.258333333,0.040833333,-0.030833333,-0.220833333,-0.0325
1.55,0.870833333,0.099166667,-0.164166667,-0.53,0.008333333
-2.385,-1.71,-0.1575,0.533333333,-0.0775,0.0625
2.035,1.019166667,0.169166667,-0.426666667,-1.0075,-0.006666667
-2.8325,-2.2275,-0.1775,0.099166667,0.020833333,-0.02
1.861666667,1.065,0.1325,-0.110833333,-0.6425,0.054166667
-2.641666667,-2.094166667,-0.141666667,-0.186666667,0.1975,-0.060833333
1.010833333,0.415,0.0775,-0.084166667,-0.493333333,-0.003333333
-0.740833333,-0.430833333,-0.0225,-0.150833333,0.03,-0.031666667
0.278333333,0.124166667,0.041666667,-0.205833333,-0.245833333,0.021666667
-0.316666667,0.03,0.005,-0.165833333,0.184166667,-0.05
-0.065833333,0.010833333,0.028333333,-0.286666667,-0.261666667,-0.043333333
1.38,0.776666667,0.136666667,0.475833333,0.038333333,0.120833333
-0.879166667,-0.650833333,-0.044166667,0.8375,0.47,0.15
0.104166667,0.445,0.024166667,-0.770833333,0.071666667,-0.155
1.296666667,0.92,0.109166667,1.173333333,0.710833333,0.1775
-0.718333333,-0.659166667,-0.051666667,-0.781666667,-0.265833333,-0.146666667
0.158333333,0.1775,0.013333333,-0.124166667,-0.214166667,-0.039166667
0.4875,0.536666667,0.055,0.665,0.41,0.119166667
0.669166667,0.8775,0.025833333,0.5,0.865833333,0.03
0.223333333,0.154166667,-0.055833333,0.7625,0.595,0.146666667
-0.658333333,-0.1875,-0.093333333,-1.155,-0.1375,-0.256666667
0.8025,0.433333333,0.0075,0.4975,0.0875,0.145833333
-0.816666667,-0.394166667,-0.101666667,-0.524166667,-0.123333333,-0.13
-0.434166667,-0.174166667,-0.085,-0.549166667,0.0475,-0.1
1.0475,0.955,0.025833333,0.24,0.166666667,0.040833333
-0.663333333,-0.328333333,-0.098333333,-0.3325,-0.181666667,-0.105833333
0.580833333,0.411666667,0.006666667,-0.4325,0.075833333,-0.035
-1.046666667,-0.62,-0.075,-0.295,0.284166667,-0.071666667
0.26,0.310833333,0.000833333,-0.003333333,-0.389166667,0.0025
1.059166667,0.6425,0.0925,0.18,0.02,0.033333333
-1.1975,-0.6525,-0.09,0.203333333,0.414166667,-0.035
0.764166667,0.3025,0.064166667,0.188333333,0.121666667,0.05
0.3075,-0.228333333,0.063333333,0.196666667,-0.6075,0.043333333
-0.998333333,-0.698333333,-0.061666667,0.3475,0.265,0.04
-0.120833333,0.110833333,-0.018333333,-0.268333333,-0.4375,-0.080833333
0.638333333,0.303333333,0.06,0.176666667,0.273333333,0.021666667
1.064166667,0.453333333,0.086666667,0.61,0.094166667,0.190833333
-1.079166667,-0.5925,-0.065,-0.185833333,-0.025833333,-0.040833333
0.320833333,0.385833333,-0.008333333,-0.083333333,0.108333333,-0.019166667
0.049166667,-0.0025,0.005833333,-0.13530303,-0.251439394,-0.010227273
0.291666667,-0.098333333,0.034166667,-0.10969697,-0.177727273,0.021893939
-0.661666667,-0.48,-0.0375,-0.191666667,-0.2425,-0.014166667
0.738333333,-0.025,0.071666667,-0.009166667,-0.740833333,0.050833333
-1.755833333,-1.016666667,-0.093333333,-0.1475,0.1925,-0.021666667
0.8525,0.421666667,0.053333333,0.189166667,-0.581666667,0.074166667
-0.828333333,-0.554166667,-0.0425,-0.176666667,0.128333333,-0.065833333
0.736666667,0.6625,0.04,0.076666667,0.14,0.038333333
-0.371666667,0.0775,-0.035833333,-0.085833333,0.388333333,-0.064166667
1.170833333,0.815833333,0.0425,-0.050833333,-0.205833333,-0.004166667
-0.008333333,0.08,-0.018333333,0.0925,0.540833333,-0.015833333
-0.65,-0.311666667,-0.04,0.141666667,0.4175,0.033333333
0.284166667,0.139166667,0.025833333,-0.143333333,0.166666667,-0.046666667
0.22,0.053333333,0.015833333,0.253333333,-0.560833333,0.061666667
-0.155833333,-0.164166667,-0.000833333,-0.0075,-0.0625,-0.003333333
0.6875,0.420833333,0.035,-0.129166667,0.000833333,-0.025833333
-1.019166667,-0.114166667,-0.100833333,0.1525,0.955833333,-0.039166667
1.690833333,1.521666667,0.070833333,-0.271666667,0.489166667,-0.076666667
-0.729166667,-0.455,-0.084166667,-0.2075,0.056666667,-0.109166667
0.058333333,0.240833333,-0.001666667,-0.165,0.174166667,-0.05
-0.505833333,-0.49,-0.0425,0.035,-0.280833333,0.01
0.15,0.084166667,0.020833333,-0.036666667,-0.499166667,0.005833333
-0.346666667,-0.5975,-0.0275,0.016666667,-0.170833333,-0.000833333
0.271666667,0.026666667,0.0125,-0.101666667,0.0625,-0.018333333
0.04,0.155,-0.006666667,-0.035,0.401666667,-0.015
-2.285833333,-1.49,-0.105,0.295,0.435,0.053333333
-2.0925,-1.516666667,-0.0975,1.086666667,0.853333333,0.166666667
0.716666667,0.898333333,0.059166667,0.258333333,0.593333333,0.049166667
1.365833333,1.143333333,0.103333333,0.369166667,0.365,0.085
3.195833333,2.2075,0.210833333,-0.430833333,-0.768333333,-0.04
0.3325,0.070833333,0.025,-0.253333333,0.060833333,-0.033333333
0.97,0.639166667,0.049166667,-0.135833333,0.0075,-0.044166667
0.7225,0.346666667,0.08,-0.2,-0.189166667,-0.029166667
4.491666667,2.494166667,0.355833333,-0.6825,-0.921666667,-0.234166667
1.505,0.779166667,0.125,7.0925,-1.258333333,-0.264166667
-3.099166667,-1.569166667,-0.346666667,-3.0575,0.895833333,-0.019166667
-0.355,-0.175833333,-0.084166667,3.8125,-0.206666667,-0.130833333
-0.685833333,-0.278333333,-0.075833333,0.248333333,0.024166667,-0.028333333
0.095833333,0.468333333,-0.0075,0.4075,0.991666667,-0.031666667
-1.5475,-0.533333333,-0.181666667,0.6525,0.899166667,-0.056666667
-0.735833333,-0.423333333,-0.085,0.551666667,1.160833333,-0.158333333
0.7025,0.668333333,0.058333333,0.355833333,0.1325,-0.0275
-1.038333333,-0.41,-0.106666667,0.266666667,0.499166667,0.075833333
0.615833333,0.35,0.0475,1.018333333,0.335,0.033333333
-0.4075,-0.159166667,-0.034166667,0.606666667,0.0725,0.028333333
0.870833333,0.614166667,0.071666667,-0.854166667,-0.168333333,-0.0775
-0.3725,-1.446666667,0.014166667,0.085833333,0.061666667,0.016666667
-0.01,-4.858333333,0.363333333,0.1925,0.364166667,0.076666667
3.551666667,1.715833333,0.371666667,0.804621212,0.53219697,-0.131590909
-2.670833333,-0.795,-0.3525,-0.757121212,0.313636364,-0.089242424
0.4325,0.413333333,0.0975,-0.818333333,-0.675,-0.015833333
-0.270833333,-0.313333333,-0.03,0.5975,0.215833333,0.103333333
-0.999166667,-0.104166667,-0.1,-1.1525,0.170833333,-0.053333333
2.305,0.639166667,0.283333333,1.586666667,-0.163333333,0.081666667
-0.429166667,-0.169166667,-0.044166667,0.0575,0.035,0.064166667
-1.264166667,-0.489166667,-0.145,-0.9625,-0.191666667,-0.095833333
1.164166667,0.4975,0.1525,0.224166667,-0.466666667,0.019166667
-2.704166667,-1.106666667,-0.255,-1.02,-0.165,-0.025
2.161666667,0.558333333,0.208333333,0.411666667,-0.016666667,0.05
2.8825,0.796666667,0.3575,1.731666667,-0.225833333,0.101666667
-0.926666667,-0.265,-0.1075,0.595,-0.0825,0.115
-4.189166667,-1.64,-0.471666667,1.015,0.2825,0.088333333
2.126666667,0.798333333,0.224166667,-1.7675,-0.495833333,-0.133333333
-3.498333333,-1.230833333,-0.370833333,1.258333333,0.748333333,0.240833333
-0.266666667,0.1525,-0.04,0.358333333,0.744166667,-0.010833333
3.090833333,1.285833333,0.340833333,1.205,0.360833333,0.066666667
-2.0325,-0.358333333,-0.215,-1.0425,0.191666667,-0.0125
1.183333333,0.4225,0.116666667,2.213333333,0.8475,0.156666667
-2.033333333,-0.695833333,-0.2325,-2.02,-0.2325,-0.0475
3.803333333,1.470833333,0.411666667,1.7525,0.323333333,0.016666667
-0.829166667,-0.273333333,-0.101666667,0.0125,0.16,0.074166667
-0.888333333,-0.291666667,-0.1325,1.915,0.13,0.179166667
0.2325,-0.05,0.0075,-0.571666667,-0.255833333,-0.113333333
-3.830833333,-1.1,-0.406666667,-0.8175,0.341666667,-0.039166667
0.156666667,0.109166667,0.02,0.075,0.344166667,0.035
-0.815,-0.033333333,-0.0675,-0.3975,0.215833333,-0.025833333
4.4225,1.4225,0.4425,4.8325,1.334166667,0.27
-0.325833333,-0.285833333,-0.043333333,0.335833333,-0.096666667,-0.134166667
-0.355833333,-0.07,-0.08,0.1575,-0.153333333,-0.024166667
-2.378333333,-0.895833333,-0.273333333,-1.508333333,-0.1175,-0.203333333
1.243333333,0.613333333,0.156666667,0.808333333,0.276666667,0.114166667
-2.018333333,-0.640833333,-0.2275,-0.955833333,0.31,-0.108333333
1.161666667,0.271666667,0.116666667,0.1675,0.025,0.015
0.518333333,0.328333333,0.066666667,0.660833333,0.060833333,0.105
-0.938333333,-0.47,-0.099166667,-0.3675,-0.130833333,-0.084166667
0.545,0.040833333,0.03,0.003333333,-0.314166667,-0.019166667
-1.154166667,-0.440833333,-0.124166667,-0.629166667,-0.2625,-0.076666667
1.013333333,0.32,0.12,-0.22,0.089166667,-0.005
1.618333333,0.566666667,0.155833333,1.575,-0.254166667,0.155833333
-2.789166667,-0.985833333,-0.330833333,-1.1075,-0.101666667,-0.1525
0.405,0.105,0.018333333,0.141666667,-0.024166667,-0.013333333
-0.881666667,-0.364166667,-0.085833333,-0.32,0.1325,-0.061666667
1.636666667,0.424166667,0.1675,0.350833333,-0.184166667,0.0425
0.2775,0.326666667,0.01,1.166666667,0.2275,0.085
-1.0925,-0.47,-0.1475,-0.485,-0.05,-0.141666667
-1.461666667,-0.3325,-0.1475,0.011666667,0.4375,0.05
1.276666667,0.3475,0.1425,0.854166667,0.150833333,0.1075
-0.521666667,-0.129166667,-0.055833333,-0.0475,-0.175,-0.033333333
-1.235833333,-0.433333333,-0.1025,-1.5375,-0.158333333,-0.073333333
3.536666667,0.88,0.4525,0.7325,-0.690833333,0.163333333
-0.9125,-0.2575,-0.02,-0.481666667,0,0.080833333
1.3725,0.285,0.195,0.0275,-0.091666667,0.07
-0.744166667,-0.324166667,-0.049166667,-0.5925,-0.0825,0.048333333
0.055,-0.114166667,0.0275,-0.54,0.079166667,-0.003333333
1.345,0.405833333,0.131666667,0.615,-0.285,0.0575
-0.425833333,-0.2175,-0.094166667,-0.215833333,-0.0975,-0.071666667
-0.356666667,-0.2625,-0.106666667,0.141666667,-0.634166667,-0.109166667
-0.78,-0.423333333,-0.055,-0.8575,0.068333333,-0.028333333
-0.1225,-0.2375,-0.0275,-0.1975,-0.026666667,-0.014166667
2.771666667,0.965833333,0.369166667,0.885,-0.595833333,0.161666667
-2.008333333,-0.914166667,-0.2375,0.323333333,-0.064166667,0.059166667
0.121666667,-0.046666667,0.0225,-0.524166667,-0.45,-0.025
-3.513333333,-1.275833333,-0.2825,-1.740833333,0.405833333,-0.06
4.259166667,1.736666667,0.431666667,1.086666667,0.126666667,0.140833333
-0.655,-0.066666667,-0.071666667,0.088333333,-0.400833333,0.004166667
-0.608333333,-0.32,-0.0275,-0.275833333,0.224166667,-0.0325
0.969166667,0.370833333,0.07,0.69,0.086666667,0.008333333
-2.589166667,-1.108333333,-0.308333333,-1.055530303,0.390378788,-0.114015152
-1.344166667,-0.17,-0.143333333,-0.50530303,-0.034545455,-0.101818182
5.52,2.235,0.551666667,1.1425,0.021666667,-0.035833333
1.564166667,0.548333333,0.181666667,1.855,0.261666667,0.093333333
-1.063333333,-0.419166667,-0.178333333,-0.553333333,-0.461666667,-0.158333333
-3.556666667,-1.345833333,-0.448333333,-1.3525,-0.055,-0.181666667
0.945,0.325833333,0.1125,0.144166667,0.424166667,-0.0375
-1.136666667,-0.359166667,-0.1375,-0.2975,-0.205833333,-0.056666667
0.0225,-0.161666667,0.01,-0.484166667,0.185833333,-0.0275
0.216666667,0.1975,0.031666667,0.295,-0.351666667,0.051666667
1.833333333,0.68,0.200833333,0.739166667,0.036666667,0.078333333
-0.089166667,-0.013333333,-0.011666667,1.043333333,-0.080833333,0.0725
-0.73,-0.173333333,-0.1175,-0.254166667,0.12,-0.079166667
-1.334166667,-0.426666667,-0.145833333,-0.644166667,0.073333333,-0.0925
1.300833333,0.54,0.153333333,0.838333333,0.6825,0.0275
-1.85,-0.563333333,-0.264166667,0.156666667,0.041666667,0.025833333
-0.5175,-0.095,-0.080833333,-0.309166667,0.126666667,-0.0675
-0.561666667,-0.005,-0.049166667,-0.1975,0.643333333,-0.001666667
1.195,0.555833333,0.125,1.111666667,-0.065,0.105833333
-1.885833333,-0.683333333,-0.241666667,-1.2175,0.39,-0.175
2.745,0.9925,0.296666667,0.451666667,-0.155833333,0.006666667
-0.454166667,0.075833333,-0.070833333,-0.116666667,0.1325,-0.070833333
1.2925,0.348333333,0.169166667,0.915833333,-0.16,0.1225
0.598333333,0.334166667,0.069166667,0.065,0.079469697,0.01
-1.690833333,-0.519166667,-0.221666667,-0.4725,0.39719697,-0.054166667
-0.0475,-0.028333333,0.015,-0.675833333,0.055833333,-0.039166667
0.703333333,0.1425,0.093333333,0.286515152,-0.032121212,0.073333333
1.161666667,0.320833333,0.15,0.380151515,-0.321212121,0.085833333
-0.718333333,-0.254166667,-0.078333333,-0.235833333,-0.023333333,0.001666667
0.238333333,0.0375,0.04,0.399166667,-0.200833333,0.0325
-1.524166667,-0.634166667,-0.195833333,0.3,0.285833333,0.075
0.908333333,0.5325,0.143333333,0.283333333,-0.128333333,0.021666667
-0.819166667,-0.334166667,-0.101666667,-0.148333333,0.175,-0.038333333
-1.8075,-0.541666667,-0.196666667,-1.2525,0.038333333,-0.129166667
1.414166667,0.475,0.158333333,1.249166667,0.083333333,0.156666667
0.23,0.151666667,0.028333333,-0.25,-0.2125,-0.075833333
-1.608333333,-0.555833333,-0.171666667,-0.901666667,0.52,-0.065
2.055833333,0.719166667,0.249166667,1.6325,-0.2475,0.195833333
-1.72,-0.639166667,-0.2,-0.81,-0.374166667,-0.045833333
1.1975,0.305833333,0.136666667,0.170833333,-0.079166667,0.0125
0.135833333,0.1425,0.025,0.245833333,0.206666667,0.038333333
-0.635,-0.270833333,-0.073333333,-0.328333333,-0.0075,-0.053333333
1.689166667,0.5275,0.1825,0.168333333,0.118333333,0.006666667
-1.769166667,-0.503333333,-0.220833333,0.255,3.55E-15,0.029166667
-0.756666667,-0.151666667,-0.065,-1,0.161666667,-0.125833333
2.178333333,0.631666667,0.208333333,1.516666667,-0.150833333,0.1975
-2.115,-0.7175,-0.258333333,-1.2475,0.199166667,-0.1725
2.639166667,1.070833333,0.346666667,0.684166667,0.075833333,0.020833333
0.46,0.210833333,0.035,0.28,-0.09,-0.029166667
-1.943333333,-0.745,-0.266666667,0.204166667,-0.446666667,0.004166667
-0.238333333,0.0125,-0.021666667,-0.880833333,0.461666667,-0.1525
0.6125,0.183333333,0.070833333,1.500833333,-0.016666667,0.1275
0.013333333,0.126666667,0.001666667,-3.7225,-0.463333333,-0.4825
0.709166667,0.301666667,0.075,-1.345833333,0.1225,-0.25
-0.884166667,-0.200833333,-0.080833333,-1.935833333,0.3625,-0.166666667
2.230833333,0.8825,0.285833333,1.045833333,0.525,0.159166667
-5.1525,-1.9375,-0.573333333,-0.933333333,0.156666667,0.030833333
-4.066666667,-1.606666667,-0.285,0.098333333,0.250833333,0.33
-1.3525,-0.445833333,-0.079166667,1.93,0.0325,0.533333333
6.2975,2.650833333,0.609166667,-0.41,-0.276666667,-0.044166667
4.433333333,1.5475,0.410833333,0.528333333,0.266666667,-0.1625
-0.8475,-0.334166667,-0.12,0.985833333,-0.266666667,0.1575
0.123333333,-0.045,0.0075,-0.692348485,-0.042575758,-0.150606061
0.014166667,0.045833333,-0.0175,0.453181818,0.029242424,0.003106061
0.215,-0.0075,-0.020833333,1.128333333,0.006666667,0.103333333
-0.045,-0.030833333,-0.0175,1.840833333,-0.315833333,0.143333333
-0.536666667,-0.304166667,-0.07,-0.201666667,-0.08,-0.145
0.3525,0.161666667,0.025,0.556666667,-0.169166667,0.015
-0.751666667,-0.3425,-0.088333333,0.059166667,-0.134166667,-0.080833333
0.284166667,0.195833333,0.0325,-0.189166667,0.315833333,-0.060833333
-0.409166667,-0.138333333,-0.033333333,0.2175,0.033333333,-0.025
-0.968333333,-0.254166667,-0.154166667,0.314166667,-0.101666667,0.048333333
-0.185,0.1075,-0.036666667,-0.658333333,0.295833333,-0.080833333
0.499166667,0.31,0.085833333,-0.964166667,0.041666667,-0.074166667
-0.5775,0.054166667,-0.070833333,-2.0775,0.179166667,-0.243333333
0.945833333,0.136666667,0.130833333,-0.22,0.005,0.043333333
-0.308333333,-0.128333333,-0.031666667,0.680833333,0.261666667,0.17
1.34,0.3475,0.170833333,0.1075,-0.418333333,0.06
1.658333333,0.81,0.1525,1.1,2.520833333,-0.140833333
0.32,-0.155833333,0.034166667,0.784166667,1.0275,-0.165833333
-0.145,-0.105833333,-0.06,-0.2025,0.235,-0.156666667
-0.24,-0.073333333,-0.07,-0.585833333,-0.239166667,-0.1725
-0.7425,-0.308333333,-0.156666667,-1.33,-0.3075,-0.144166667
0.318333333,-0.1075,0.075,-0.0425,0.170833333,-0.060833333
-0.410833333,-0.1875,-0.069166667,-1.079166667,-0.525833333,-0.126666667
-0.058333333,-0.2325,0.023333333,-0.2,0.263333333,-0.038333333
-0.296666667,-0.220833333,-0.029166667,-0.93,-0.201666667,-0.0675
-0.289166667,-0.129166667,-0.024166667,2.645,0.318333333,0.349166667
0.340833333,0.106666667,0.103333333,1.659848485,-0.723636364,0.244090909
-2.149166667,-0.4375,-0.43,-0.119015152,-0.045530303,0.035075758
0.681666667,0.109166667,0.173333333,-1.5775,-0.351666667,-0.1825
-0.469166667,0.05,-0.079166667,-3.476666667,-0.64,-0.301666667
0.495,0.040833333,0.08,-0.868333333,-0.0525,-0.056666667
1.2725,0.256666667,0.245,0.344166667,0.311666667,0.0675
-0.396666667,-0.096666667,-0.063333333,-0.045,-0.050833333,0.109166667
0.2425,-0.021666667,0.058333333,-0.9975,-0.139166667,-1.78E-15
0.468333333,-0.091666667,0.078333333,0.836666667,-0.095,0.146666667
0.933333333,0.096666667,0.174166667,0.354166667,-0.55,0.113333333
0.44,-0.148333333,0.109166667,-0.261666667,-0.255,-0.0075
-0.65,-0.394166667,-0.090833333,0.316666667,-0.016666667,0.043333333
0.9575,0.478333333,0.136666667,0.175833333,-0.006666667,-0.095833333
-1.073333333,-0.376666667,-0.203333333,-0.8625,-0.236666667,-0.026666667
0.120833333,0.101666667,0.019166667,-0.864166667,-0.025,-0.111666667
-0.078333333,-0.149166667,-0.010833333,1.32,-0.0025,0.069166667
0.536666667,0.105833333,0.1075,-0.499166667,-0.060833333,-0.014166667
-0.395,-0.086666667,-0.076666667,-0.663333333,-0.143333333,-0.060833333
-0.445833333,-0.120833333,0.000833333,-0.075,0.106666667,0.02
0.7125,0.375,0.08,-0.543333333,0.106666667,-0.068333333
0.363333333,0.1575,0.0875,1.359166667,-0.120833333,0.146666667
0.785833333,0.083333333,0.136666667,0.7225,0.498333333,-0.015
-0.9375,-0.34,-0.158333333,-0.734166667,-0.354166667,0.004166667
0.145,-0.0275,0.035,1.1025,0.4025,0.005833333
0.0925,-0.02,0.005833333,-1.158333333,-0.955833333,-0.080833333
-0.209166667,-0.186666667,-0.034166667,-0.805833333,-0.589166667,-0.024166667
-0.658333333,-0.395833333,-0.0975,-1.3375,-0.5175,-0.074166667
0.6225,-0.034166667,0.0975,0.811666667,0.345833333,0.076666667
0.041666667,-0.113333333,0.03,0.981666667,-0.753333333,0.240833333
0.368333333,0.104166667,0.044166667,-0.8775,-1.226666667,0.041666667
-0.58,-0.305,-0.076666667,-0.283333333,-0.094166667,0.0025
0.161666667,-0.055833333,0.039166667,-0.990833333,-0.636666667,-0.046666667
0.030833333,-0.088333333,0.018333333,2.060833333,0.178333333,0.229166667
-0.714166667,-0.275833333,-0.100833333,-0.346666667,-0.220833333,-0.055833333
0.550833333,-0.015,0.056666667,0.61,-0.118333333,0.040833333
-0.31,-0.054166667,-0.034166667,-0.440833333,-0.089166667,-0.086666667
0.484166667,0.033333333,0.075833333,0.5275,-0.286666667,0.06
-0.7825,-0.185833333,-0.069166667,-0.426666667,-0.475,0.040833333
0.446666667,0.034166667,0.045,-0.528333333,-0.200833333,0.015
0.0575,-0.055,0.024166667,-0.43,-0.000833333,0.041666667
0.175833333,0.051666667,0.045,3.341666667,0.818333333,0.400833333
-0.1925,0.045,-0.01,-0.928333333,-0.433333333,-0.0225
-0.470833333,-0.109166667,-0.015833333,0.531666667,-0.615,0.093333333
-3.6275,0.645833333,-0.055,-0.579166667,0.406666667,0.115
-2.804166667,-0.380833333,-0.055833333,0.778333333,0.07,0.31
-0.765,-0.27,0.04,-1.858333333,-0.490833333,-0.026666667
1.278333333,0.315,0.156666667,-1.8825,0.115,0.1925
-0.954166667,-0.366666667,-0.026666667,-7.9125,-0.620833333,0.048333333
0.886666667,0.303333333,0.06,0.339166667,1.0125,0.141666667
3.288333333,-0.450833333,0.0125,3.1875,-0.045833333,-0.08
4.915833333,0.195,0.178333333,7.665,0.281666667,-0.135
0.1125,-0.3125,-0.065833333,-0.570833333,-0.609166667,-0.241666667
-0.245833333,0.174166667,-0.068333333,0.294545455,-0.283257576,-0.207651515
-1.245,-0.505833333,-0.151666667,0.130454545,-0.265909091,-0.151515152
-0.415833333,-0.219166667,-0.0675,0.08,-0.7325,-0.161666667
-0.9325,-0.27,-0.104166667,-0.599166667,-0.1025,-0.2075
-0.310833333,-0.066666667,-0.041666667,-0.109166667,-0.19,-0.143333333
-2.573333333,-1.0475,-0.273333333,-1.538333333,0.589166667,-0.201666667
-4.3275,-2.019166667,-0.369166667,-0.801666667,0.668333333,0.079166667
0.9125,0.854166667,0.169166667,0.125,0.995,0.165
0.001666667,0.136666667,0.0625,1.681666667,1.1975,0.36
3.7625,2.145833333,0.370833333,0.978333333,0.055,0.123333333
0.1275,-0.419166667,-0.034166667,-0.911666667,-0.605,-0.0675
1.099166667,0.586666667,0.13,1.158333333,-0.076666667,0.146666667
-1.845833333,-0.698333333,-0.1375,-2.503333333,-0.839166667,-0.089166667
2.2675,0.294166667,0.184166667,3.279166667,1.003333333,0.319166667
-0.980833333,-0.445,0.009166667,0.311666667,-0.143333333,0.085833333
0.7125,0.779166667,0.0725,0.508333333,-0.1975,-0.000833333
-0.6025,-0.126666667,-0.08,-1.761666667,-0.3275,-0.194166667
1.531666667,0.638333333,0.165,-0.444166667,-0.319166667,-0.11
0.850833333,0.353333333,0.05,1.3625,0.3675,0.060833333
