eturb_m1_steam_flow_in,eturb_m1_steam_flow_side,eturb_m1_electricity_generation,eturb_m2_steam_flow_in,eturb_m2_steam_flow_side,eturb_m2_electricity_generation
-0.9075,-0.410833333,-0.090833333,-0.919166667,-0.493333333,-0.123333333
0.2625,-0.005,0.03,0.710833333,0.0325,0.046666667
0.474166667,0.201666667,0.029166667,1.260227273,0.106060606,0.063106061
-0.391666667,-0.0425,-0.068333333,-0.611060606,-0.228560606,-0.124772727
-0.29,0.088333333,-0.0425,0.5725,0.661666667,-0.033333333
-0.371666667,-0.045833333,-0.051666667,-0.279166667,0.508333333,-0.0725
-0.268333333,-0.031666667,-0.026666667,-0.9375,-0.0875,-0.143333333
0.3075,0.181666667,0.02,0.630833333,0.330833333,0.055833333
0.274166667,0.245,0.0325,0.328333333,0.021666667,0.03
-0.165833333,-0.058333333,-0.030833333,0.455,0.120833333,0.030833333
-0.010833333,-0.061666667,0.009166667,-0.779166667,0.2025,-0.093333333
0.469166667,0.23,0.028333333,1.995833333,0.3225,0.188333333
-0.366666667,-0.096666667,-0.055,-1.3175,-0.399166667,-0.138333333
-0.061666667,-0.144166667,-0.001666667,-0.775833333,-0.014166667,-0.089166667
0.533333333,0.144166667,0.05,1.601666667,-0.330833333,0.194166667
-0.7125,-0.455,-0.091666667,-1.78,-0.035,-0.186666667
0.493333333,0.228333333,0.040833333,1.38,0.3275,0.110833333
-0.5525,-1.2,-0.031666667,-1.4775,-0.465833333,-0.138333333
1.075833333,0.225833333,0.120833333,1.585833333,0.393333333,0.151666667
-0.970833333,-0.289166667,-0.140833333,-0.965,0.101666667,-0.1275
0.98,0.891666667,0.1225,0.836666667,0.415833333,0.086666667
-1.0925,0.32,-0.12,-1.085833333,-0.203333333,-0.13
0.325,0.110833333,0.0625,-0.013333333,-0.06,-0.006666667
0.0775,0.028333333,0.025833333,1.350833333,-0.1525,0.1875
-0.604166667,-0.25,-0.0675,-1.789166667,-0.506666667,-0.176666667
0.3125,0.026666667,0.040833333,0.843333333,0.32,0.084166667
-0.165,-0.078333333,0.004166667,-0.156666667,-0.415,0.018333333
0.225833333,0.059166667,-0.005,0.9575,0.246666667,0.098333333
-0.3075,-0.0475,-0.048333333,-1.5675,0.263333333,-0.200833333
0.160833333,0.131666667,0.029166667,1.699166667,0.599166667,0.160833333
-0.69,-0.149166667,-0.086666667,-0.5575,-0.438333333,-0.068333333
0.1975,0.1525,-0.013333333,0.075,0.591666667,-0.038333333
0.196666667,0.060833333,0.026666667,-0.2225,-0.143333333,-0.035833333
-0.200833333,-0.11,-0.031666667,0.585,-0.178333333,0.060833333
0.1625,-0.045833333,0.011666667,0.161666667,0.206666667,0.005
-0.395,-0.128333333,-0.065,-1.010833333,-0.980833333,-0.120833333
-0.14,-0.065833333,0.0175,-0.251666667,0.419166667,-0.095833333
0.735833333,0.238333333,0.06,1.4525,0.441666667,0.158333333
-0.608333333,-0.169166667,-0.084166667,0.534166667,0.138333333,0.0275
-0.01,0.24,-0.009166667,-0.071666667,0.006666667,-0.054166667
-0.353333333,0.158333333,-0.035833333,-5.193333333,-0.000833333,-0.615
0.079166667,0.131666667,-0.01,-0.529166667,0.6925,-0.150833333
0.056666667,0.168333333,0.054166667,0.943333333,0.371666667,0.179166667
0.230833333,0.01,0.015833333,0.373333333,-0.135833333,0.1175
-0.119166667,-0.080833333,0.021666667,-0.580833333,0.4575,-0.035
0.169166667,0.036666667,-0.045833333,0.349166667,-0.385,0.116666667
0.316666667,0.25,-0.0725,-0.129166667,0.7275,-0.110833333
0.4225,0.204166667,0.020833333,1.209166667,0.014166667,0.156666667
-0.424166667,-0.153333333,-0.040833333,-0.175833333,0.150833333,-0.0325
0.614166667,0.1125,0.063333333,-0.959166667,0.080833333,-0.105833333
-0.4925,-0.151666667,-0.0675,0.088333333,-0.461666667,0.01
0.114166667,0.143333333,0.005833333,0.200833333,-0.015,0.029166667
0.365833333,0.039166667,0.0425,0.561666667,0.041666667,0.058333333
-0.608333333,-0.22,-0.0475,-1.0225,0.180833333,-0.0925
0.0775,-0.010833333,0.02,-0.724166667,-0.1725,-0.070833333
0.781666667,0.365,0.0725,2.323333333,0.1075,0.285833333
-0.975833333,-0.436666667,-0.11,-0.2475,-0.236666667,-0.054166667
0.24,0.2125,0.058333333,-1.436666667,0.2225,-0.1675
0.644166667,0.209166667,0.071666667,1.553333333,-0.094166667,0.209166667
-0.545833333,-0.221666667,-0.068333333,-0.2075,0.16,-0.0475
0.234166667,0.19,0.0275,0.188333333,0.36,-0.023333333
-0.11,-0.089166667,-0.0175,-0.0275,-0.1025,0.013333333
-0.309166667,-0.218333333,-0.02,-1.4975,-0.576666667,-0.141666667
0.221666667,0.016666667,0.021666667,1.2075,0.035,0.165
0.214166667,0.0575,0.03,-0.788333333,-0.339166667,-0.094166667
-0.515,-0.225833333,-0.073333333,0.845,0.2175,0.171666667
-0.183333333,-0.089166667,-0.0075,-1.813333333,-0.158333333,-0.230833333
0.469166667,0.12,0.064166667,0.825,0.113333333,0.115
-0.121666667,0,-0.0025,-0.570833333,-0.2825,-0.033333333
0.840833333,0.223333333,0.074166667,0.25,0.424166667,0.004166667
-0.630833333,-0.208333333,-0.07,1.63,-0.010833333,0.205
-0.603333333,-0.195,-0.071666667,-0.890833333,-0.265,-0.099166667
0.8525,0.335833333,0.075833333,1.619393939,0.784924242,0.092121212
-0.825833333,-0.006666667,-0.08,-0.523560606,-0.507424242,-0.005454545
0.503333333,0.120833333,0.059166667,1.114166667,0.783333333,0.0325
-0.234166667,-0.05,-0.033333333,-0.96,-0.228333333,-0.100833333
-0.081666667,-0.169166667,-0.035,2.036666667,-0.1575,0.214166667
-0.689166667,-0.405,-0.099166667,2.1675,1.768333333,-0.125
-0.123333333,0.075833333,-0.003333333,-0.041666667,0.13,-0.1625
0.185833333,-0.220833333,0.008333333,0.824166667,-0.2525,0.084166667
0.006666667,0.048333333,-0.005833333,-0.8925,-0.81,-0.106666667
0.3,-0.080833333,0.014166667,-0.794166667,-0.808333333,-0.030833333
-0.206666667,-0.0475,-0.039166667,0.629166667,0.03,0.085
0.08,-0.1025,0,-0.891666667,-0.088333333,-0.135833333
0.354166667,0.283333333,0.054166667,0.508333333,0.473333333,0.068333333
-0.328333333,-0.095,-0.0275,-0.643333333,-0.105833333,-0.045833333
0.53,0.205,0.058333333,1.830833333,-0.173333333,0.266666667
-0.343333333,-0.019166667,-0.066666667,-1.660833333,0.09,-0.221666667
0.825,0.305833333,0.135833333,-1.131666667,0.068333333,-0.2175
-0.4375,-0.111666667,-0.0675,0.435833333,-0.101666667,0.11
0.465833333,0.0075,0.060833333,-0.245833333,0.296666667,-0.030833333
-0.506666667,0.1025,-0.044166667,-2.653333333,-1.508333333,0.000833333
0.7225,0.3125,0.093333333,0.985833333,-0.150833333,0.27
-0.465,-0.1875,-0.075,-0.1125,0.153333333,-0.055833333
0.615,0.028333333,0.028333333,0.3825,-0.129166667,0.0575
-0.598333333,0.0675,-0.005,-0.996666667,0.113333333,-0.081666667
0.225,-0.11,-0.025,0.4225,0.0575,0.055833333
0.059166667,0.2525,0.041666667,0.125,0.325833333,-0.008333333
0.0975,0.16,0.006666667,0.135,0.046666667,0.021666667
-0.028333333,0.0875,-0.010833333,0.811666667,0.310833333,0.079166667
0.2375,0.133333333,0.0225,-0.161666667,0.050833333,-0.044166667
-0.184166667,0.143333333,-0.030833333,0.5,0.3575,0.004166667
0.321666667,0.269166667,0.0325,-0.43,0.218333333,-0.095
-0.000833333,-0.000833333,-0.005833333,1.479166667,0.305,0.1525
-0.003333333,-0.1275,-0.025,0.059166667,-0.744166667,0.005833333
-0.513333333,-0.063333333,-0.075,-1.024166667,0.121666667,-0.151666667
0.325,0.048333333,0.045833333,0.416666667,-0.096666667,0.011666667
-0.338333333,-0.158333333,-0.054166667,-0.6875,-0.103333333,-0.085
0.331666667,0,0.031666667,0.02,0.55,-0.0725
-0.22,0.055833333,0.009166667,-0.535,-0.310833333,-0.005
0.19,0.110833333,0.02,-0.260833333,-0.0875,-0.055833333
-0.430833333,-0.086666667,-0.048333333,0.1775,0.364166667,0.004166667
0.430833333,0.285,0.041666667,0.176666667,0.33,0.0225
0.280833333,0.399166667,0.024166667,0.179469697,0.465454545,-0.009621212
-0.063333333,0.108333333,-0.039166667,0.088863636,-0.022121212,-0.037878788
0.268333333,0.208333333,0.0425,0.363333333,0.445833333,0.03
-0.045,-0.14,0.001666667,1.3075,-0.2325,0.163333333
-0.753333333,-0.276666667,-0.0975,0.611666667,0.1575,0.080833333
0.1,-0.233333333,-0.084166667,0.549166667,-0.3175,0.071666667
-0.296666667,0.033333333,-0.04,-1.744166667,-0.095,-0.261666667
0.376666667,0.139166667,0.053333333,-0.503333333,0.2125,-0.126666667
0.171666667,0.005833333,0.030833333,-0.013333333,-0.123333333,0.034166667
-0.49,-0.126666667,-0.065,0.3125,-0.285,0.024166667
-0.040833333,-0.041666667,-0.024166667,-0.553333333,0.478333333,-0.111666667
0.128333333,0.373333333,0.019166667,-0.148333333,0.145833333,-0.0675
0.254166667,0.03,0.010833333,0.086666667,0.493333333,-0.01
-0.248333333,0.021666667,-0.020833333,1.225,0.609166667,0.140833333
-0.805833333,-0.28,-0.1225,-0.631666667,-0.496666667,-0.053333333
2.365,1.399166667,0.25,0.315833333,0.3525,-0.081666667
-0.363333333,0.125,-0.0875,1.181666667,0.0775,0.134166667
-0.466666667,0.266666667,-0.143333333,-1.956666667,-0.1175,-0.250833333
0.44,0.040833333,0.0675,-2.066666667,-0.328333333,-0.274166667
0.0925,0.15,0.009166667,0.281666667,0.555833333,-0.0175
0.393333333,-0.2175,0.101666667,-0.714166667,-0.15,-0.08
-0.231666667,0.346666667,-0.086666667,-1.1125,0.143333333,-0.0775
0.628333333,3.55E-15,0.148333333,0.8775,0.1275,0.04
0.1075,-0.034166667,0.005833333,-1.2325,-0.38,-0.033333333
-0.396666667,0.081666667,-0.069166667,-0.279166667,0.060833333,-0.020833333
1.108333333,0.320833333,0.1625,0.328333333,0.175833333,0.014166667
0.563333333,0.398333333,-0.010833333,0.9825,-0.1225,0.171666667
0.160833333,0.296666667,0.001666667,-0.965833333,0.003333333,-0.116666667
0.223333333,-0.17,0.108333333,0.274166667,0.185833333,0.043333333
-0.01,0.0375,0.078333333,0.769166667,-0.194166667,0.1475
0.264166667,0.05,0.015833333,-1.245,0.075,-0.111666667
0.1475,-0.18,0.064166667,0.9425,-0.1875,0.143333333
0.418333333,0.061666667,0.09,-0.9,-0.1625,-0.098333333
0.256666667,0.015833333,0.079166667,-0.165833333,0.15,-0.0125
-0.040833333,-0.098333333,0.005833333,0.5125,-0.088333333,0.08
-0.094166667,0.153333333,-0.0325,-0.830833333,-0.0925,-0.075833333
0.0225,-0.049166667,0.015833333,0.3625,0.08,-0.021666667
0.1325,-0.065833333,0.0375,-0.784166667,0.0575,-0.019166667
-0.1675,-0.026666667,-0.019166667,1.333333333,0.211666667,0.116666667
0.19,0.0025,0,-0.667954545,-0.056439394,0.014545455
0.223333333,0.0275,0.06,0.110454545,0.112272727,-0.039545455
0.0525,0.000833333,0.019166667,0.49,-0.333333333,0.116666667
0.261666667,-0.025,0.015833333,-1.195,0.2225,-0.120833333
0.468333333,0.020833333,0.0525,-0.130833333,0.4425,0.015
0.625833333,0.435,-0.0425,0.565833333,0.06,0.121666667
-0.684166667,0.029166667,-0.085,-0.891666667,-0.875833333,-0.061666667
0.271666667,-0.053333333,0.046666667,0.0625,0.0275,-0.040833333
0.034166667,-0.000833333,0.073333333,0.904166667,-0.185,0.133333333
-0.186666667,0.075,-0.038333333,-1.003333333,-0.508333333,-0.050833333
0.295833333,-0.081666667,0.081666667,0.335,0.189166667,-0.013333333
-0.189166667,-0.143333333,-0.041666667,-0.650833333,-0.345,-0.026666667
0.253333333,-0.165833333,0.095,0.694166667,0.065,0.08
1.246666667,0.183333333,0.155833333,-0.145833333,-0.720833333,0.03
0.093333333,-0.056666667,0.033333333,-0.673712121,-0.426060606,-0.131136364
0.058333333,-0.088333333,0.0225,-0.442121212,0.011893939,-0.063030303
0.683333333,0.1675,0.063333333,0.660833333,0.603333333,0.079166667
-0.628333333,-0.1475,-0.010833333,-0.61,-0.736666667,0.0275
0.430833333,-0.053333333,0.019166667,0.8075,0.355,0.105833333
-0.151666667,-0.084166667,0.049166667,-1.364166667,-0.838333333,-0.009166667
0.0575,-0.07,0.045833333,0.116666667,0.3825,-0.018333333
0.156666667,0.048333333,0.038333333,0.370833333,-0.223333333,0.0875
0.114166667,-0.0125,0.0075,1.415,0.116666667,0.233333333
0.05,-0.0025,-0.016666667,0.079166667,-0.154166667,0.026666667
0.121666667,-0.0625,-0.015833333,0.844166667,0.4825,0.015
-0.424166667,0.021666667,-0.044166667,-0.28,-0.120833333,-0.056666667
-0.409166667,-0.065833333,-0.076666667,0.116666667,-0.114924242,-0.03780303
0.294166667,-0.001666667,-0.035,2.371666667,0.158257576,0.24780303
-0.345833333,0.125,-0.081666667,-0.760833333,-0.188333333,-0.149166667
0.040833333,-0.003333333,-0.02,0.23,0.423333333,-0.054166667
0.005833333,-0.086666667,-0.035,0.66,-0.581666667,0.080833333
-0.430833333,-0.2025,-0.06,-1.3325,-0.105833333,-0.203333333
-0.335,-0.1475,-0.02,-0.549166667,-0.490833333,-0.085
0.31,0.103333333,0.008333333,1.224166667,0.6775,0.181666667
-0.318333333,-0.066666667,-0.033333333,-0.1775,-0.305833333,0.014166667
0.36,0.055,0.0625,0.005833333,-0.3275,0.026666667
-0.475,-0.079166667,-0.009166667,-2.065833333,0.029166667,-0.19
0.520833333,0.095833333,0.0475,1.414166667,0.094166667,0.145833333
0.185,-0.0125,0.050833333,-1.031666667,-0.38,-0.0575
-1.634166667,-0.574166667,-0.0925,-0.55,0.058333333,0.036666667
-1.56,-0.9275,-0.0675,0.306666667,-0.020833333,0.133333333
-2.899166667,-1.071666667,-0.364166667,-0.221666667,0.378333333,0.146666667
0.840833333,0.224166667,0.135833333,-0.068333333,-0.523333333,0.073333333
-0.046666667,0.171666667,0.01,1.059166667,0.525,0.191666667
-0.453333333,-0.23,0.0825,-0.73,-0.403333333,0.06
0.5425,0.220833333,0.150833333,0.085,0.580833333,-0.045
0.115,-0.0925,0.015,0.153333333,-0.261666667,0.09
-0.2575,-0.125,-0.024166667,0.278333333,-0.5525,0.096666667
-0.101666667,0.153333333,-0.011666667,-0.246666667,-0.453333333,0.054166667
0.404166667,0.265,0.015833333,-0.274166667,0.400833333,-0.081666667
0.413333333,0.334166667,0.045,2.010833333,0.366666667,0.155833333
-1.055833333,-0.25,-0.113333333,-0.83,0.121666667,-0.1625
0.459166667,0.083333333,0.021666667,0.0125,-0.140833333,-0.049166667
0.198333333,0.0275,0.03,-0.054166667,0.2875,-0.039166667
0.069166667,0.098333333,0.014166667,0.740833333,0.070833333,0.064166667
-0.311666667,-0.196666667,-0.035,-0.2225,-0.149166667,-0.008333333
-0.044166667,0.091666667,0.021666667,-1.716666667,-0.061666667,-0.193333333
0.205833333,0.214166667,0.004166667,1.561666667,0.488333333,0.138333333
0.546666667,0.268333333,0.031666667,0.445833333,-0.100833333,0.039166667
-0.263333333,0.084166667,-0.01,-0.241666667,0.201666667,-0.05
0.265833333,-0.1075,0.006666667,-0.901666667,-0.066666667,-0.094166667
-0.23,-0.070833333,-0.031666667,2.484166667,0.370833333,0.279166667
0.275833333,0.138333333,0.01,-1.445833333,-0.205833333,-0.154166667
-0.1275,-0.069166667,0.008333333,-0.683333333,0.013333333,-0.088333333
0.445833333,0.176666667,0.011666667,1.208333333,0.0675,0.148333333
-0.211666667,0.071666667,-0.0075,0.135833333,0.314166667,-0.075
0.555,0.2025,0.045833333,0.256666667,0.280833333,0.008333333
-0.73,-0.1125,-0.090833333,-0.116666667,0.149166667,-0.0575
0.196666667,0.171666667,-0.009166667,-0.1,0.193333333,-0.100833333
0.035,0.065,0.030833333,-0.004166667,0.513333333,-0.035
0.413333333,0.223333333,0.045833333,1.155833333,0.2225,0.095
-0.465,-0.271666667,-0.059166667,0.025,0.130833333,0.013333333
-0.029166667,0.231666667,-0.006666667,-0.381666667,0.055,-0.0025
0.266666667,-0.034166667,0.049166667,0.560833333,0.3625,-0.001666667
-0.159166667,0.174166667,-0.035,-0.571666667,-0.264166667,-0.041666667
-0.216666667,-0.209166667,-0.02,-0.464166667,0.133333333,-0.1025
0.149166667,-0.030833333,0.016666667,-0.535833333,0.56,-0.026666667
0.111666667,-0.0525,0.0125,0.334166667,-0.4475,0.050833333
0.5675,0.32,0.080833333,0.589166667,0.255,0.093333333
-0.545833333,-0.036666667,-0.104166667,0.700833333,-0.3525,0.09
0.045833333,0.805833333,-0.024166667,-1.025833333,0.093333333,-0.159166667
2.324166667,4.9375,0.018333333,0.769166667,-0.611666667,0.051666667
-0.414166667,-0.205833333,-0.243333333,0.959621212,-0.2425,0.101439394
-0.164166667,-0.216666667,-0.068333333,-0.673787879,-0.804166667,-0.111439394
-0.325,-0.173333333,-0.0375,0.130833333,-0.219166667,-0.015
0.194166667,-0.361666667,-0.023333333,-1.855227273,-0.553939394,-0.198106061
0.095,-0.165833333,0.028333333,0.556060606,-0.147727273,0.072272727
-0.138333333,-0.2875,0.005833333,-0.107878788,-0.282272727,0.080454545
0.143333333,-0.0275,0.039166667,-0.499621212,-0.019393939,-0.071287879
0.405,0.005833333,0.081666667,-2.358333333,-2.345,0.064166667
0.64,0.398333333,0.113333333,-1.545833333,-0.369166667,-0.034166667
-0.474166667,-0.186666667,-0.024166667,-0.374166667,-0.191666667,0.038333333
-0.199166667,-0.0825,-0.016666667,0.766666667,0.691666667,0.15
-1.1475,-0.4675,-0.161666667,0.206666667,0.293333333,0.065
0.571666667,0.31,0.065,5.535833333,1.208333333,0.59
-0.459166667,-0.1175,-0.074166667,-0.491666667,-0.314166667,-0.035
0.523333333,0.171666667,0.06,1.171666667,0.464166667,0.048333333
-0.671666667,-0.316666667,-0.071666667,-1.461666667,-0.76,-0.113333333
0.240833333,-0.035833333,0.024166667,0.493333333,0.203333333,0.0325
-2.106666667,-1.139166667,-0.279166667,-1.634166667,-0.625,-0.064166667
-0.105,-0.1025,0.029166667,0.216666667,-0.059166667,0.07
1.536666667,0.490833333,0.209166667,0.250833333,-0.271666667,0.055833333
-0.018333333,-0.1425,0.0075,-0.685833333,-0.015,-0.045
0.023333333,0.22,0.024166667,-0.046666667,0.044166667,0.010833333
0.48,0.349166667,0.081666667,1.4875,0.604166667,0.099166667
-0.661666667,-0.354166667,-0.076666667,-1.305,-0.399166667,-0.095
0.12,0.0725,0.023333333,0.424166667,0.01,0.035
-0.209166667,-0.188333333,-0.0275,-0.610833333,-0.1575,-0.061666667
0.49,0.270833333,0.054166667,0.605833333,0.494166667,0.056666667
-0.5275,-0.46,-0.059166667,-0.654166667,-0.7275,-0.024166667
-0.04,-0.18,-0.015833333,-0.208333333,0.13,-0.023333333
0.269166667,-0.135,0.055,0.696666667,-0.050833333,0.069166667
-0.910833333,-0.353333333,-0.105833333,-1.46,-0.8375,-0.0975
1.013333333,0.606666667,0.1025,1.411666667,0.825,0.091666667
-1.068333333,-0.57,-0.124166667,-1.578333333,-0.713333333,-0.0975
0.59,0.2675,0.058333333,0.7875,0.173333333,0.039166667
0.390833333,-0.0025,0.054166667,0.651666667,0.148333333,0.06
-1.0575,-0.618333333,-0.128333333,-1.545833333,-0.648333333,-0.08
0.750833333,0.549166667,0.100833333,0.935833333,0.389166667,0.06
-0.573333333,-0.421666667,-0.06,-0.808333333,-0.745,-0.031666667
0.5375,0.043333333,0.060833333,1.0125,0.35,0.065
-0.3025,-0.065833333,-0.021666667,-1.171666667,-0.238333333,-0.048333333
0.225833333,0.289166667,0.0325,1.241666667,0.385,0.0825
-0.704166667,-0.4925,-0.081666667,-1.3325,-0.601666667,-0.068333333
0.595833333,0.1975,0.061666667,0.620833333,0.170833333,0.090833333
0.124166667,0.128333333,0.039166667,-0.099166667,0.204166667,0.025833333
-0.644166667,-0.300833333,-0.044166667,-1.146666667,-0.385,-0.050833333
1.178333333,0.309166667,0.13,0.98,0.224166667,0.125
-1.414166667,-0.616666667,-0.124166667,-1.359166667,-1.001666667,-0.021666667
0.85,0.281666667,0.1175,0.834166667,0.5675,0.1025
-0.435833333,-0.254166667,-0.015833333,-5.935,-0.775,0.030833333
-0.048333333,-0.038333333,0.018333333,-1.544166667,0.3225,0.054166667
0.374166667,0.265,0.054166667,-3.7275,0.256666667,0.008333333
-0.101666667,-0.183333333,0.02,0.45,-0.344166667,0.060833333
0.424166667,0.096666667,0.021666667,0.381666667,0.5625,0.068333333
-0.655833333,-0.343333333,-0.01,-0.790833333,-0.741666667,-0.015
0.995833333,0.260833333,0.120833333,0.889166667,0.416666667,0.101666667
-0.869166667,-0.359166667,-0.0375,-0.899166667,-0.969166667,-0.0225
0.83,0.380833333,0.0875,0.825833333,0.678333333,0.0625
0.21,0.0575,0.006666667,-0.528333333,-0.771666667,-0.038333333
-0.464166667,-0.123333333,-0.066666667,0.056666667,0.021666667,-0.000833333
0.6225,0.331666667,0.0575,0.469166667,0.1675,0.013333333
-0.608333333,-0.303333333,-0.049166667,-0.5525,0.0025,-0.063333333
0.704166667,0.2175,0.0325,0.469166667,-0.113333333,0.013333333
-0.254166667,-0.220833333,-0.019166667,-0.4975,-0.14,-0.0325
-0.825833333,-0.5075,-0.094166667,-0.3675,-0.020833333,-0.048333333
0.449166667,0.390833333,0.058333333,0.295833333,-0.386666667,0.014166667
0.271666667,0.000833333,0.009166667,0.319166667,0.194166667,0.016666667
-0.576666667,-0.006666667,-0.0325,-0.640833333,-0.54,-0.066666667
0.886666667,0.165,0.0675,0.865833333,0.548333333,0.043333333
-0.8675,-0.534166667,-0.099166667,-0.275833333,0.205,0.014166667
0.895833333,0.490833333,0.09,0.204166667,-0.214166667,-0.025833333
-1.038333333,-0.385833333,-0.106666667,0.014166667,0.343333333,0.025833333
0.154166667,-0.008333333,0.020833333,-0.076666667,-0.401666667,0.015
1.631666667,0.834166667,0.135833333,0.575833333,0.866666667,0.0325
-2.083333333,-1.064166667,-0.176666667,-0.599166667,-0.54,-0.0225
1.605,1.008333333,0.120833333,0.844166667,0.575833333,0.039166667
-0.601666667,-0.0675,-0.071666667,-0.885833333,0.080833333,-0.083333333
1.061666667,0.4975,0.060833333,0.659166667,0.616666667,0.014166667
0.264166667,0.234166667,0.0425,0.375,0.100833333,-0.021666667
-0.233333333,0.239166667,-0.055833333,-0.2325,0.416666667,-0.045833333
0.126666667,0.09,-0.015,-0.258333333,0.255,-0.0825
0.358333333,0.400833333,0.033333333,0.025833333,0.12,-0.054166667
-0.589166667,-0.17,-0.106666667,1.645,0.6275,0.026666667
0.194166667,0.065833333,-0.005833333,5.926666667,0.051666667,-0.105833333
-0.598333333,-0.188333333,-0.055,1.626666667,-0.7625,-0.124166667
-0.046666667,-0.035833333,-0.0175,0.621666667,0.065,-0.081666667
0.041666667,-0.111666667,-0.025,0.480833333,0.116666667,-0.009166667
-0.116666667,-0.2025,-0.029166667,0.064166667,-0.4875,-0.014166667
0.003333333,0.103333333,0.0125,0.9175,0.35,0.015
-0.525833333,-0.193333333,-0.068333333,-1.44,-0.5025,-0.120833333
0.11,0.126666667,-0.0175,0.289166667,0.313333333,0.016666667
0.510833333,0.145,0.051666667,1.095833333,-0.001666667,0.068333333
-0.715,-0.519166667,-0.0625,-1.648333333,-0.795833333,-0.091666667
0.528333333,-0.034166667,0.0275,1.5475,0.288333333,0.139166667
-0.91,-0.584166667,-0.110833333,-2.375833333,-1.016666667,-0.153333333
0.6525,0.009166667,0.069166667,0.194166667,0.026666667,0.0325
0.010833333,0.156666667,0.0375,0.0725,-0.09,0.0625
-0.2425,-0.2875,-0.015,-8.9,-0.369166667,0.050833333
-0.013333333,-0.040833333,0.011666667,2.878333333,0.558333333,0.1
0.509166667,0.164166667,0.083333333,0.004166667,-0.2225,0.031666667
-0.158333333,-0.033333333,-0.004166667,-2.891666667,-0.681666667,-0.0575
-0.1425,-0.014166667,-0.01,-0.24,0.4975,0.054166667
0.155833333,-0.085,0.035,-1.329166667,-0.736666667,0.029166667
-0.373333333,-0.620833333,0.01,-0.045833333,-0.354166667,0.035833333
-0.773333333,-0.511666667,-0.035,-0.689166667,-0.7925,0.054166667
1.49,0.415,0.174166667,-0.110833333,-1.355,0.034166667
-2.335833333,-1.610833333,-0.1725,0.901666667,0.303333333,0.1425
0.561666667,0.234166667,0.109166667,-0.9325,-1.1575,-0.015
-1.519166667,-1.096666667,-0.094166667,0.6625,0.195833333,0.078333333
0.855,0.465833333,0.11,0.334166667,0.205,0.088333333
-0.944166667,-0.638333333,-0.045833333,0.379166667,0.121666667,0.074166667
0.9675,0.390833333,0.083333333,0.273333333,0.433333333,0.065
-0.8075,-0.329166667,-0.039166667,0.478333333,0.800833333,0.03
0.754166667,0.909166667,0.01,0.016666667,0.529166667,-0.016666667
0.3625,0.100833333,0.031666667,0.145,-0.241666667,-0.0125
-0.3475,-0.293333333,-0.031666667,0.11,-0.503333333,-0.009166667
-0.2925,-0.219166667,0.001666667,-0.03,-0.016666667,-0.013333333
0.159166667,0.011666667,-0.009166667,-0.029166667,-0.1525,0
1.1875,0.493333333,0.055,-0.509166667,-0.6775,-0.070833333
0.886666667,0.693333333,0.059166667,-0.244166667,0.295833333,-0.0475
1.2025,0.431666667,0.069166667,0.7375,0.273333333,-0.069166667
0.594166667,0.263333333,0.0525,-0.084166667,-0.175833333,-0.070833333
-1.938333333,-1.3325,-0.2175,-0.581666667,-0.665,-0.080833333
-0.264166667,-0.006666667,-0.059166667,-1.111666667,-0.7375,-0.123333333
0.163333333,0.08,0.013333333,5.495,0.375,0.003333333
0.024166667,-0.22,0.003333333,3.6375,-0.8625,-0.119166667
