BackPresTurbineOP.steam_flow_in,BackPresTurbineOP.steam_pressure_in,BackPresTurbineOP.steam_temperature_in,BackPresTurbineOP.steam_pressure_out,BackPresTurbineOP.steam_temperature_out,BackPresTurbineOP.electricity_generation
43.1225,3.344166667,439.0083333,0.7,315.5291667,2.2625
43.38,3.343333333,439.0666667,0.7025,315.5741667,2.269166667
43.8,3.335,438.8933333,0.71,315.6591667,2.285833333
44.4425,3.314166667,438.5166667,0.713333333,315.8358333,2.293333333
44.64166667,3.315,437.9683333,0.72,316.0708333,2.293333333
44.72833333,3.290833333,437.4575,0.72,316.2808333,2.276666667
44.84833333,3.290833333,436.8616667,0.728333333,316.4666667,2.273333333
44.5275,3.2875,436.2608333,0.73,316.65,2.2375
45.1675,3.268333333,435.73,0.734166667,316.82,2.255833333
46.16666667,3.2425,435.3066667,0.74,316.95,2.286666667
46.85333333,3.223333333,435.0483333,0.75,317.2,2.305
46.9675,3.221666667,434.84,0.75,317.3741667,2.301666667
46.96,3.2175,434.84,0.753333333,317.585,2.291666667
46.7975,3.248333333,434.8733333,0.755833333,317.7983333,2.300833333
46.3925,3.253333333,435.1133333,0.7575,317.9983333,2.275
45.68416667,3.275833333,435.4633333,0.750833333,318.195,2.245833333
45.13583333,3.288333333,435.7633333,0.75,318.34,2.2325
44.19833333,3.32,435.9466667,0.740833333,318.3333333,2.208333333
44.1275,3.334166667,435.9466667,0.74,318.0691667,2.22
43.55666667,3.36,435.9383333,0.733333333,317.6233333,2.214166667
42.70083333,3.3825,435.7883333,0.73,317.1333333,2.1875
42.015,3.403333333,435.8383333,0.725833333,316.575,2.175
42.04416667,3.415,436.08,0.72,316.0583333,2.188333333
41.2175,3.435833333,436.5316667,0.716666667,315.5575,2.169166667
40.75166667,3.453333333,437.2441667,0.71,315.2008333,2.163333333
41.3925,3.45,438.1433333,0.71,314.8366667,2.210833333
43.25166667,3.43,438.9608333,0.715,314.6408333,2.303333333
44.2425,3.408333333,439.525,0.72,314.7816667,2.346666667
45.28666667,3.39,439.9341667,0.728333333,315.2633333,2.385
45.40916667,3.380833333,440.165,0.726666667,315.7783333,2.389166667
45.4925,3.370833333,440.4816667,0.729166667,316.3208333,2.388333333
45.79416667,3.368333333,440.6066667,0.73,316.77,2.396666667
45.30333333,3.368333333,440.5233333,0.73,317.1416667,2.369166667
45.40833333,3.366666667,440.165,0.73,317.425,2.366666667
45.81416667,3.368333333,439.7083333,0.74,317.5933333,2.376666667
46.16666667,3.363333333,439.0666667,0.745,317.8241667,2.384166667
46.50166667,3.365833333,438.5258333,0.75,317.9091667,2.3925
46.8875,3.360833333,437.96,0.758333333,317.9675,2.409166667
46.68583333,3.366666667,437.6208333,0.754166667,317.9675,2.398333333
46.65916667,3.37,437.4191667,0.75,317.9283333,2.405
46.38666667,3.3675,437.6616667,0.75,317.8375,2.383333333
46.26666667,3.37,438.235,0.7525,317.9283333,2.375
46.30416667,3.37,439.0425,0.76,318.3358333,2.36
46.3375,3.37,439.9616667,0.761666667,318.9583333,2.353333333
46.19166667,3.37,440.8866667,0.77,319.8025,2.333333333
46.2825,3.37,441.755,0.77,320.7066667,2.3325
46.41333333,3.365,442.4975,0.775833333,321.5658333,2.335833333
46.77583333,3.355833333,443.3583333,0.78,322.4491667,2.3475
46.88916667,3.355833333,443.985,0.78,323.2241667,2.3475
46.80666667,3.35,444.2933333,0.78,323.9716667,2.339166667
46.805,3.35,444.1433333,0.78,324.5575,2.334166667
47.00416667,3.346666667,443.5958333,0.783333333,324.8391667,2.3425
47.31833333,3.3375,443.12,0.79,324.9991667,2.355833333
47.07083333,3.33,442.5866667,0.79,325.0933333,2.326666667
47.0575,3.33,442.1216667,0.79,325.24,2.315
47.40583333,3.318333333,441.605,0.795833333,325.3625,2.325833333
47.6825,3.3075,441.0025,0.8,325.325,2.325833333
48.62666667,3.291666667,440.275,0.806666667,325.4083333,2.364166667
49.77666667,3.268333333,439.2425,0.82,325.2408333,2.406666667
49.8575,3.254166667,438.0516667,0.823333333,325.0033333,2.389166667
49.98,3.25,436.895,0.830833333,324.7975,2.365
50.0025,3.241666667,435.8883333,0.84,324.7358333,2.341666667
50.25666667,3.24,434.9816667,0.848333333,324.68,2.341666667
50.36416667,3.245,434.1516667,0.8575,324.5616667,2.330833333
50.75333333,3.25,433.4166667,0.86,324.3483333,2.358333333
51.4275,3.2475,432.5641667,0.865833333,323.9283333,2.404166667
51.81916667,3.245,431.7708333,0.87,323.3208333,2.4175
51.19166667,3.258333333,431.1533333,0.87,322.8491667,2.37
50.95,3.27,430.8616667,0.874166667,322.63,2.345
50.78,3.2675,430.8616667,0.88,322.5283333,2.328333333
51.24333333,3.251666667,431.2858333,0.88,322.6891667,2.3475
57.68583333,8.550833333,278.5766667,0.7175,190.7025,1.778333333
50.43833333,3.235833333,432.3091667,0.875,323.0533333,2.2825
48.2775,3.2575,433.0416667,0.86,323.6558333,2.158333333
46.77,3.284166667,433.855,0.845,324.2591667,2.105
45.4525,3.325,434.69,0.830833333,324.6,2.084166667
44.5775,3.36,435.5716667,0.819166667,324.455,2.0875
43.35333333,3.404166667,436.4491667,0.81,324.0925,2.0725
42.30666667,3.444166667,437.3825,0.806666667,323.77,2.05
41.45333333,3.483333333,438.1266667,0.8,323.3691667,2.041666667
40.9525,3.514166667,438.5433333,0.7925,322.8816667,2.048333333
40.53916667,3.530833333,438.5933333,0.785833333,322.225,2.043333333
39.91583333,3.541666667,438.285,0.776666667,321.5141667,2.0325
42.00416667,3.516666667,437.8766667,0.778333333,320.5841667,2.1525
43.10333333,3.495,437.4558333,0.77,319.6508333,2.206666667
44.33583333,3.456666667,436.92,0.771666667,318.9258333,2.253333333
44.68,3.4275,436.4158333,0.774166667,318.545,2.249166667
45.715,3.385,436.005,0.78,318.4566667,2.276666667
46.1,3.354166667,435.7216667,0.78,318.5325,2.2825
46.0725,3.331666667,435.44,0.7775,318.71,2.264166667
46.77166667,3.2925,434.9958333,0.78,318.7733333,2.280833333
47.70583333,3.248333333,434.315,0.784166667,318.8858333,2.3025
49.24333333,3.218333333,433.2416667,0.79,318.8616667,2.375833333
48.70416667,3.224166667,432.0683333,0.793333333,318.6533333,2.331666667
48.69,3.229166667,430.9783333,0.8,318.3791667,2.3175
49.2425,3.230833333,430.3641667,0.809166667,318.2033333,2.340833333
49.55166667,3.253333333,430.0633333,0.81,317.9516667,2.374166667
49.1325,3.283333333,429.9466667,0.81,317.5958333,2.359166667
48.94166667,3.300833333,429.905,0.81,317.2916667,2.364166667
48.96916667,3.310833333,429.9883333,0.809166667,317.0516667,2.375
47.5,3.321666667,430.2658333,0.8,316.8666667,2.289166667
47.9025,3.306666667,430.795,0.790833333,316.8075,2.328333333
48.74,3.275,431.6791667,0.79,316.6616667,2.385
47.8175,3.286666667,432.9783333,0.780833333,316.7433333,2.344166667
47.29416667,3.286666667,434.3833333,0.776666667,317.1333333,2.321666667
47.61583333,3.298333333,436.07,0.7725,317.7541667,2.356666667
46.94,3.318333333,437.945,0.77,318.38,2.34
46.29333333,3.3375,439.7208333,0.76,319.15,2.325833333
46.17666667,3.345833333,441.1091667,0.76,319.88,2.333333333
46.6625,3.345833333,442.0291667,0.7575,320.4575,2.384166667
46.0175,3.356666667,442.3625,0.745833333,320.7241667,2.3675
45.83,3.354166667,442.2516667,0.74,320.7766667,2.3675
45.7425,3.363333333,441.805,0.74,320.6275,2.366666667
45.13083333,3.365833333,441.15,0.74,320.4275,2.334166667
45.5925,3.353333333,440.3566667,0.74,320.1325,2.351666667
46.19083333,3.341666667,439.3333333,0.74,319.7025,2.376666667
46.06916667,3.3425,438.4416667,0.74,319.3041667,2.363333333
45.6075,3.3475,437.8933333,0.744166667,319.0975,2.325833333
45.7125,3.33,437.555,0.75,318.9825,2.31
45.895,3.3325,437.2516667,0.75,318.9633333,2.32
45.7875,3.323333333,436.9366667,0.75,318.8241667,2.305833333
46.71916667,3.291666667,436.545,0.75,318.71,2.34
46.86666667,3.288333333,436.1633333,0.753333333,318.6275,2.345833333
47.43916667,3.2525,435.8133333,0.758333333,318.5633333,2.355833333
47.99,3.239166667,435.325,0.753333333,318.4241667,2.39
47.97166667,3.2325,434.9216667,0.75,318.1766667,2.390833333
47.34416667,3.245833333,434.7983333,0.75,317.9225,2.353333333
47.45416667,3.225,434.9791667,0.746666667,317.8633333,2.353333333
48.1325,3.229166667,435.3333333,0.75,317.8308333,2.405
48.24833333,3.25,435.68,0.75,317.7408333,2.426666667
46.89,3.301666667,436.03,0.75,317.6983333,2.375833333
46.64,3.315,436.7283333,0.749166667,317.7225,2.365833333
46.77666667,3.339166667,437.6633333,0.75,317.9316667,2.3875
46.55916667,3.356666667,438.8958333,0.75,318.2516667,2.384166667
46.02833333,3.393333333,440.0608333,0.754166667,318.7358333,2.371666667
45.3825,3.42,441.0841667,0.76,319.245,2.345833333
45.68083333,3.419166667,441.6883333,0.76,319.79,2.351666667
45.74666667,3.423333333,442.08,0.7675,320.3491667,2.355
45.11,3.445,442.3633333,0.77,320.845,2.329166667
44.975,3.4375,442.57,0.77,321.2933333,2.313333333
45.82083333,3.420833333,442.7283333,0.774166667,321.6475,2.343333333
46.48083333,3.4,442.1925,0.78,321.9708333,2.361666667
46.165,3.39,441.1266667,0.77,322.125,2.344166667
45.7225,3.385833333,439.8783333,0.761666667,321.8558333,2.330833333
45.93083333,3.371666667,438.465,0.755,321.1966667,2.349166667
46.37,3.35,437.1183333,0.75,320.2983333,2.369166667
46.98,3.326666667,435.9533333,0.75,319.41,2.3875
46.42333333,3.320833333,434.7716667,0.75,318.5141667,2.346666667
46.17416667,3.3025,433.7216667,0.745,317.7933333,2.321666667
46.6775,3.285,432.655,0.75,317.1541667,2.329166667
46.65583333,3.27,431.7541667,0.75,316.6383333,2.310833333
46.2875,3.259166667,431.0783333,0.753333333,316.25,2.266666667
44.55166667,3.275,430.6116667,0.75,316.1175,2.164166667
44.10166667,3.281666667,430.3791667,0.750833333,316.0333333,2.143333333
43.72,3.303333333,430.2883333,0.755,315.8158333,2.126666667
43.62166667,3.319166667,430.3866667,0.76,315.73,2.1225
42.855,3.343333333,430.47,0.76,315.4408333,2.091666667
42.87833333,3.355,430.545,0.76,315.3258333,2.098333333
43.15833333,3.379166667,430.795,0.763333333,315.1366667,2.126666667
42.81833333,3.393333333,431.07,0.761666667,314.9325,2.115833333
42.24416667,3.4175,431.6225,0.76,314.7058333,2.113333333
42.115,3.4275,432.6791667,0.756666667,314.56,2.12
41.78666667,3.434166667,433.7558333,0.75,314.5475,2.125833333
41.535,3.438333333,434.8225,0.74,314.4916667,2.123333333
40.64666667,3.44,435.8875,0.735,314.5608333,2.085833333
40.55916667,3.429166667,436.63,0.73,314.8208333,2.079166667
40.62666667,3.429166667,437.1533333,0.73,315.0475,2.083333333
40.45333333,3.42,437.295,0.734166667,315.3391667,2.065833333
40.71083333,3.420833333,437.3116667,0.74,315.66,2.075833333
40.85833333,3.418333333,436.87,0.74,315.7608333,2.076666667
40.55333333,3.435833333,435.8291667,0.741666667,315.7033333,2.063333333
40.85083333,3.445833333,434.4483333,0.755,315.4216667,2.065833333
40.9425,3.475,432.8866667,0.7675,315.0341667,2.065833333
41.63166667,3.4575,431.3083333,0.7775,314.6458333,2.07
41.45416667,3.46,429.6966667,0.785,314.2416667,2.040833333
41.90583333,3.4475,428.2583333,0.79,313.8641667,2.0425
42.30166667,3.435,426.9108333,0.798333333,313.445,2.0425
42.975,3.414166667,426.1933333,0.804166667,313.2108333,2.053333333
42.795,3.400833333,426.0266667,0.81,313.1175,2.0225
43.00333333,3.383333333,426.5558333,0.810833333,313.3825,2.015
43.395,3.3625,427.0833333,0.819166667,313.8908333,2.009166667
43.6625,3.35,427.6408333,0.82,314.4975,2.0025
41.84833333,3.361666667,428.1825,0.819166667,315.2458333,1.925
40.675,3.375,428.97,0.811666667,315.8508333,1.876666667
40.2575,3.375,429.755,0.81,316.3083333,1.86
40.125,3.375,430.4375,0.8075,316.6691667,1.8625
39.75333333,3.375833333,430.67,0.8,316.8141667,1.851666667
39.86416667,3.3725,430.6866667,0.790833333,316.81,1.863333333
39.99333333,3.38,430.3875,0.79,316.55,1.8925
40.20333333,3.381666667,430.0783333,0.79,316.1416667,1.905
40.41333333,3.378333333,430.005,0.79,315.8058333,1.911666667
40.76166667,3.38,430.1916667,0.798333333,315.6725,1.92
40.6775,3.388333333,430.7116667,0.8,315.8733333,1.910833333
40.34833333,3.396666667,431.5633333,0.8,316.2433333,1.9025
40.2175,3.4,432.375,0.8,316.6566667,1.904166667
40.27166667,3.393333333,433.2083333,0.8,317.0016667,1.9075
40.815,3.385,434.0033333,0.8,317.3808333,1.9325
40.46,3.389166667,434.7225,0.8,317.8891667,1.9175
40.2975,3.39,435.4891667,0.8,318.4433333,1.916666667
39.98916667,3.398333333,436.2183333,0.791666667,318.9766667,1.915833333
39.74166667,3.399166667,436.8366667,0.785,319.3408333,1.910833333
39.44416667,3.404166667,437.0283333,0.78,319.5133333,1.909166667
39.23666667,3.408333333,436.6466667,0.78,319.5433333,1.898333333
39.135,3.408333333,435.6816667,0.775833333,319.265,1.890833333
38.9925,3.410833333,434.3733333,0.77,318.7816667,1.8925
38.8975,3.42,432.9116667,0.77,318.0233333,1.898333333
38.785,3.430833333,431.7041667,0.768333333,317.1783333,1.895833333
38.66833333,3.4475,431.0283333,0.768333333,316.4158333,1.893333333
38.4775,3.463333333,430.57,0.768333333,315.69,1.8925
38.37,3.475833333,430.4533333,0.760833333,315.06,1.8975
38.2125,3.48,430.4616667,0.7575,314.4633333,1.9
38.02333333,3.476666667,430.4283333,0.7475,313.8033333,1.898333333
37.93083333,3.466666667,430.395,0.739166667,313.23,1.898333333
37.815,3.4475,430.4283333,0.725,312.6383333,1.901666667
37.76833333,3.413333333,430.2325,0.713333333,311.9391667,1.9025
38.70833333,3.345,429.5383333,0.709166667,311.2083333,1.944166667
39.27333333,3.303333333,428.6641667,0.7,310.375,1.968333333
39.62,3.286666667,427.54,0.6975,309.6058333,1.9825
39.61333333,3.243333333,426.5491667,0.69,308.8375,1.97
39.55666667,3.246666667,426.035,0.6825,308.1058333,1.981666667
39.24,3.234166667,426.2183333,0.673333333,307.5066667,1.973333333
40.37416667,3.27,427.25,0.6775,307.0058333,2.065
42.08833333,3.27,428.8108333,0.680833333,306.625,2.165
43.02166667,3.275833333,430.8525,0.69,306.8466667,2.215833333
43.33166667,3.283333333,433.0275,0.691666667,307.6158333,2.233333333
43.98333333,3.285,434.9516667,0.7025,308.7541667,2.261666667
57.64416667,9.979166667,288.5841667,0.659166667,183.3775,1.7525
44.65666667,3.294166667,438.275,0.723333333,311.78,2.271666667
44.63083333,3.305,439.5075,0.735833333,313.5291667,2.255833333
44.68,3.310833333,440.44,0.7475,315.2841667,2.235833333
45.25583333,3.3075,441.0516667,0.758333333,316.8991667,2.249166667
45.42583333,3.303333333,441.3133333,0.768333333,318.3666667,2.241666667
46.5,3.286666667,441.3633333,0.77,319.6575,2.29
46.165,3.28,441.38,0.77,320.6041667,2.266666667
46.02,3.2675,441.4633333,0.77,321.3816667,2.2475
45.96833333,3.26,441.38,0.77,322.0916667,2.2375
45.87666667,3.259166667,441.4216667,0.7725,322.6841667,2.219166667
46.26416667,3.2475,441.43,0.78,323.3058333,2.2225
48.25833333,3.226666667,441.2383333,0.791666667,323.935,2.3325
49.395,3.205,440.7641667,0.8,324.0566667,2.386666667
49.66,3.191666667,439.8291667,0.8,324.08,2.391666667
50.07833333,3.279166667,438.6225,0.809166667,323.8083333,2.4725
49.19583333,3.28,437.8266667,0.808333333,323.2825,2.396666667
48.0125,3.300833333,437.4591667,0.8,323.0958333,2.333333333
48.81333333,3.279166667,437.1533333,0.8,322.8866667,2.380833333
49.39916667,3.275833333,436.745,0.800833333,322.5175,2.420833333
47.78416667,3.305,436.3508333,0.8,322.2116667,2.315
47.99916667,3.293333333,436.0383333,0.8,322.1533333,2.329166667
49.4275,3.24,436.0216667,0.8075,322.0158333,2.39
49.94833333,3.250833333,436.055,0.81,321.9083333,2.425833333
49.90666667,3.243333333,436.245,0.81,321.85,2.410833333
49.815,3.289166667,436.9116667,0.8125,322.1116667,2.43
47.3275,3.340833333,438.2,0.8025,322.4108333,2.305833333
47.13083333,3.32,439.9033333,0.8,323.0975,2.283333333
48.05666667,3.278333333,441.1425,0.8,323.91,2.325833333
48.38083333,3.2675,441.4383333,0.799166667,324.5058333,2.345
48.50416667,3.263333333,440.8708333,0.79,324.7608333,2.361666667
47.48083333,3.2875,440.0266667,0.785,324.6083333,2.32
47.62833333,3.269166667,439.425,0.78,324.3166667,2.335833333
48.08416667,3.265833333,439.1666667,0.78,323.795,2.368333333
47.47,3.286666667,439.0583333,0.773333333,323.4591667,2.345
47.25166667,3.285833333,439.2666667,0.77,323.1791667,2.3425
47.0275,3.303333333,439.7958333,0.769166667,323.055,2.339166667
46.605,3.305833333,440.5233333,0.765833333,323.015,2.318333333
47.03,3.290833333,441.2066667,0.77,323.2558333,2.334166667
47.635,3.27,441.7633333,0.77,323.5725,2.360833333
47.63416667,3.269166667,442.2341667,0.77,323.8833333,2.3625
47.1175,3.275,442.5033333,0.77,324.1825,2.336666667
47.49333333,3.2525,442.5866667,0.7675,324.4741667,2.348333333
47.3625,3.261666667,442.8283333,0.765,324.73,2.345
46.9475,3.27,443.4408333,0.768333333,325.1008333,2.319166667
47.62583333,3.253333333,444.4091667,0.77,325.6258333,2.353333333
48.10583333,3.248333333,445.3166667,0.774166667,326.2166667,2.373333333
47.92916667,3.2725,446.2925,0.78,326.9,2.374166667
47.0725,3.310833333,447.3833333,0.78,327.5841667,2.335833333
47.26,3.2925,448.3675,0.781666667,328.4366667,2.334166667
47.30666667,3.309166667,449.0783333,0.79,329.3516667,2.34
47.14,3.311666667,449.37,0.79,329.98,2.3275
46.7925,3.325833333,449.3533333,0.79,330.5108333,2.315
47.41,3.319166667,449.6366667,0.79,330.9375,2.345833333
47.27,3.329166667,450.01,0.79,331.3058333,2.341666667
47.21,3.334166667,450.3766667,0.79,331.5725,2.351666667
47.27333333,3.3225,450.7708333,0.785,331.8191667,2.3575
47.28916667,3.31,451.15,0.78,332.0591667,2.355
47.70416667,3.3,451.4333333,0.7825,332.3016667,2.376666667
47.97666667,3.285,451.6583333,0.781666667,332.5766667,2.384166667
47.6175,3.296666667,451.6083333,0.78,332.78,2.366666667
47.13333333,3.2875,451.65,0.78,333.0066667,2.338333333
45.05166667,3.3,451.775,0.768333333,333.2883333,2.218333333
38.72416667,3.37,451.7916667,0.735,333.4241667,1.928333333
33.25583333,3.3825,451.6083333,0.705,333.7141667,1.543333333
31.11666667,3.396666667,451.1091667,0.696666667,335.0608333,1.395833333
30.54,3.3275,450.3675,0.7,336.3641667,1.31
29.17333333,3.355,449.375,0.7,337.8083333,1.183333333
27.64083333,3.359166667,448.49,0.7,339.5366667,1.045833333
25.27583333,3.39,447.8216667,0.691666667,341.6741667,0.86
24.1725,3.389166667,447.2441667,0.69,344.1341667,0.789166667
23.195,3.403333333,446.89,0.69,346.1358333,0.725833333
