eturb_m2_k1,eturb_m2_k2,eturb_m2_b,eturb_m2_R2
-0.035783015319787496,-0.02160335078928604,14.413251821457049,0.5649875544412657
-0.02773613903717165,-0.11468293513683925,15.370987443624566,0.6964576756855989
-0.024241149828248015,-0.13582657841076143,15.446273066943444,0.8460489774551555
-0.019008701429176815,-0.171307317795991,15.637628472066153,0.8985505430945233
-0.02224886007682201,-0.1740024053413915,15.972640363656835,0.7818439470732583
-0.02216118420932371,-0.19196102238235874,16.28019613650466,0.7477739394755826
0.1975651543324735,-0.14284944924376083,-1.098359534637959,0.8303585065342483
0.22127589640380407,-0.10636164277279414,-3.437081577792842,0.8764519574546383
0.06282880498919009,-0.17870658640165066,9.548980095418045,0.1703946726713642
-0.04150905880038704,-0.2594237296533211,18.6339114272182,0.5299868097081584
-0.006327389027717535,-0.3757886165274509,17.65211733678556,0.8017608398945046
-0.013654636203728853,-0.3260338574303745,17.363570841470754,0.8376999724548171
-0.037360288496438375,-0.20720483101375195,17.28206380139561,0.8220967911672938
-0.03918043969429561,-0.08128275052253975,15.240886144758836,0.5992742471528082
0.17475644446640645,-0.10301051093409615,-2.143901227976615,0.4239732624537931
0.1575455036789445,-0.07799703985415443,-1.1750617384308022,0.300075006944842
0.17928662051370567,-0.12107509256093629,-2.112015804836936,0.4729986861837798
0.14955833592461318,-0.14452054590110255,0.8821451869949417,0.5860220654459125
0.01339440832063366,-0.16486653869996237,12.683056526498893,0.5483798091010225
-0.007159141858401438,-0.15391932813814801,14.193652340409159,0.5329433105598249
-0.009327985865845614,-0.11625973625361893,13.676922207681791,0.41814642002876634
-0.00957540237844401,-0.08776423099688048,13.187617562235571,0.4686954474428354
-0.014869429151028235,-0.10109580005258333,13.876155716494127,0.685674391576674
-0.01579511314624206,-0.13764615311302192,14.605714018256155,0.8113318778328511
-0.008872795768032004,-0.19342591447335755,15.021381717585932,0.8595821693991046
-0.0005621981699542284,-0.22302071599904755,14.843240512490897,0.8087138537443956
-0.005216043064026926,-0.23376232673589023,15.402654216158172,0.8662438090661504
-0.016277533826311138,-0.2342704432188192,16.332449644809966,0.8791815098540647
-0.04773247189393626,-0.2178090687302982,18.632530419351113,0.8986061861330319
-0.05910166731868628,-0.22345359753521865,19.660180639264667,0.9085873796882366
-0.0627522104598089,-0.2778937553440094,20.914274141019526,0.8970042592950735
-0.0628699976742089,-0.2215000529266012,19.99976404248609,0.6844282444388197
-0.04913932918751293,-0.21245210180398433,18.803196971421833,0.41566434219605397
0.25345186035907613,-0.07724618324442416,-6.379282184170361,0.959237749897609
0.22750136845122423,-0.10274606681741558,-3.984793595697493,0.9453435004864659
0.2337205639318336,-0.09483045449240857,-4.593162745323028,0.9190719185022808
0.20557569703378706,-0.06755486321620764,-2.9303373816539082,0.7997243369427169
0.21265329294254584,-0.07438178500251086,-3.3613026230541507,0.9234127150278306
0.20178254701925089,-0.06995783051139828,-2.605158972070223,0.9185485320564509
0.19107782968392034,-0.06782257142649648,-1.8324413217105775,0.8679165626894423
0.1930807107097153,-0.06294904035475449,-2.054235892719671,0.8629113911277635
0.21698839090132116,-0.08061203805038505,-3.599658883013781,0.8979320346061975
0.22995448236480742,-0.0832005621129493,-4.537549373607806,0.8949447741401109
-0.0770719501688006,-0.022702125637728474,17.722785896775896,0.7991457120850548
-0.07800624481941167,-0.018840083669228628,17.749045556145745,0.9009015604999838
-0.06428340516634057,-0.028914018332636765,16.845896424752517,0.8525109802708963
-0.062772998758032,0.07176460878714225,14.862851661767742,0.3759922438290909
-0.061199902368893735,0.147445531224444,13.212075799145932,0.2069076913494302
0.10889068021494303,-0.09954398367390405,3.4052098600214453,0.6932020092792563
0.08333869573253305,-0.03432721423369107,4.208098004509633,0.7438511479118453
0.09308979248137199,-0.07422256743588457,4.29472771522528,0.6270047853931643
0.051293623859867764,-0.08711173443851822,8.569947242951061,0.24381801812975845
0.0071567382814607975,-0.028522506770869864,11.288077993564558,0.020349365357151816
0.01588345048661788,-0.1045844240239167,12.218205354411609,0.18533140228541833
0.029437855010936157,-0.13921848427048147,11.741835834147299,0.2701820150153942
0.05584079649836736,-0.1649968625529134,9.833478131768507,0.3509298217961516
0.12326439972187399,-0.19097588544439903,3.986217221540926,0.6661481585959836
0.09709087829022246,0.008736560692261742,1.557035322368126,0.483636694187336
0.11201187676114009,0.11667399316464759,-2.6386747011160256,0.5251200841442192
0.091590848878987,-0.16169470515325177,6.370022646883975,0.7074794733379959
0.09904831731974945,-0.1764110225907063,6.036543801166998,0.7754491398718126
0.10126295070689639,-0.17095370693993361,5.675173508014287,0.7458524167887963
0.11740376170718823,-0.18613430287069996,4.596060361941264,0.7720663170023849
0.10728285240517596,-0.12407523525643835,3.785286012852552,0.8669127155493236
0.0269469635426097,-0.1354550058435083,11.454115632866948,0.5199639916086312
-0.01775232512486574,-0.12488577004898842,15.16728503002144,0.5184322268704844
-0.017793283513016026,-0.15348257921462838,15.873377686421383,0.46229009889538886
-0.007248637261835307,-0.16627424625930864,15.240596079058179,0.35878556026037867
-0.017587836571644973,-0.038380935590320256,13.446183647482517,0.030818640138858377
-0.056068459348962596,0.04221212371995284,15.263667447538047,0.18087920661708867
-0.027483309543837712,0.015914041044492903,13.172797734485986,0.02493867897227864
0.07000522025328561,-0.23018197226677764,9.717560895702022,0.6955575929166455
0.08493981831150148,-0.15699696894541298,6.635983507873239,0.8845990097612664
0.122665197894618,-0.06339246418656329,0.9661266794564742,0.9293167404117944
0.10583087048731642,-0.06991209572369923,2.6554077001510885,0.8888107926810419
0.060782782397078364,-0.11043364977127469,7.703785936621053,0.6268987269651767
0.044353272683650524,-0.06309370430734558,7.996497618628908,0.3031940722731239
0.030782629378439546,-0.050895083901125654,8.957887890160103,0.16681217009723304
0.027704207392290802,-0.06478693151319935,9.584031087620588,0.11292378370142842
0.046001831056695766,-0.12146589293980639,9.310224219903132,0.34282365873601217
0.1053598358259382,-0.1800721845855095,5.24836651559774,0.8624467847905185
0.11112814371920068,-0.17979885659347974,4.74410699803409,0.9327700668680984
0.09001857683164022,-0.18637208978270126,6.893315859708727,0.9072164633367996
0.08451544274754375,-0.16093502074069782,6.705413838543443,0.8439095339100966
0.07847911551539981,-0.18307042014088168,7.848122068917367,0.7760078038865295
0.06434070255913184,-0.16288953817774146,8.55160554418043,0.74128774677493
0.06784501922272326,-0.17553798177305885,8.620088234610217,0.710406151031567
0.11287239351501624,-0.21231625668197002,5.671613068922172,0.6874230138458715
0.15187571005024192,-0.22929709897749678,2.6798796298767833,0.6301656624472778
0.17503309654166604,-0.16414628608994986,-0.9798579029431167,0.44403845965735833
0.08072324339098752,-0.04939825364207652,4.633489480341509,0.07599487307251607
0.1207920035328917,-0.11206084674011554,2.679580530266035,0.32121567768159853
0.13059492919201357,-0.15018430573085687,2.8057800257553467,0.704031163884206
0.15415693615286766,-0.17013902687201507,1.1594178628738643,0.8042234522214885
0.1626721826705291,-0.18226131297444642,0.6777662389569397,0.8358365276248007
0.0022329924780283314,-0.14799496067509949,14.444093086911064,0.5785710479954488
-0.0029243842341053605,-0.19124658652199633,15.87108080868753,0.5570129262206971
-0.039216897355826806,-0.005813544252776283,15.146559630457146,0.9169948905038035
-0.033739639805211254,-0.03558461615189918,15.293748388627668,0.9059642108836591
-0.040683681042992345,-0.016401378123146373,15.459483483935138,0.8605895243259561
-0.04660211658021909,0.051208782044595336,14.534631189098935,0.6476236081345733
-0.04656349206900194,-0.0003504365176229359,15.560113329601537,0.6230779787092222
-0.04076122702324769,-0.0157552554599689,15.372702514981432,0.5863144351284285
-0.03725308224798047,0.0025343296238161447,14.708537650626464,0.43063994240843906
-0.030426345498944955,-0.012909936389950239,14.408702410496156,0.45348980519656445
-0.037454762622362886,-0.0024868186992179357,14.789348202614557,0.48473699242112167
-0.05470937236193133,0.11419294897039826,14.381261065944685,0.7337880152656331
-0.0501744576797913,0.06768495747526858,14.71220791110057,0.6172462352853237
0.018853102156869687,-0.14029353495641048,11.96469812657845,0.560129260760428
0.12022130853232875,-0.14608595163417074,3.00837024074508,0.8917944437647882
0.09861175974122849,-0.12336259776432251,4.527647627501871,0.9103113903685095
0.09810355803094056,-0.11322102435409379,4.404490997524681,0.8885815640351583
0.10761301974303579,-0.12562814069641134,3.789645541528655,0.9311396456963952
0.10837883275403976,-0.11999240858606831,3.608477188116261,0.9372536186127733
0.11058150831876185,-0.11277907249812352,3.3040897949757806,0.9007354236468572
0.11425998474516243,-0.11484516972552482,3.0286210234721516,0.8641043661404979
0.11299076602406366,-0.11054628334825624,3.0292547892398307,0.7479638596036214
0.09357094589930082,-0.09331397104926695,4.336017251330269,0.5787307950661702
0.053632031947718,-0.1446131690000553,9.009836913543086,0.7118015111773359
0.039611889005897474,-0.1476018863570595,10.302903268043272,0.7168910546406781
0.047546958477455985,-0.17537800829789738,10.175789821212511,0.7266216586143515
0.04202190399051338,-0.18130037864197776,10.760915113891562,0.608801237599014
0.1225494642228515,-0.2226427994619204,4.655031356971375,0.7098877134118496
0.15466404858435012,-0.21621532179651423,1.7544336985275564,0.6114319731411073
0.18926952902870717,-0.23092805790423912,-0.9846240469454557,0.7117607764691847
0.21200294602305458,-0.22808254903276326,-3.046036351314388,0.7738623762138874
0.19883761461598176,-0.2282282838580969,-1.8715357741198932,0.7427047945491791
0.11887196308088374,-0.1625738971080171,3.8640818233846783,0.8110584107993389
0.11853470806482914,-0.1618743859265474,3.869098465201253,0.8107456293723538
0.12372031199924138,-0.1557419820806919,3.2459145359592565,0.763091346230862
0.07068849353539043,-0.10640479742093825,6.881403989323427,0.26220868066028935
0.029639449751884615,-0.04895134590800625,9.191195373539955,0.05540053199028894
-0.04039573807263135,-0.03685730054951454,15.132108560495428,0.7090416089366564
-0.026297031740167055,-0.10843816810737329,15.58248770287826,0.8877038444887622
-0.00985168834433465,-0.1331476665613686,14.709761212052424,0.8702162757226127
0.022061464827296408,-0.17168887598469673,12.864829983206114,0.8062184407662705
0.030792603809369077,-0.18638658767512678,12.448330764669741,0.8108050211377584
0.027624293933676092,-0.18012361487230455,12.574555348903226,0.570596540788557
0.2117754309861369,-0.0844339020724837,-3.148507777824845,0.9758268269981196
